TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ANO_CONCLUIU,TP_ESCOLA,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2011,Não Respondeu,4108304,41,PR,Presente,Presente,Presente,Presente,505.5,548.2,496.2,383.2,760.0,E
Entre 56 e 60 anos,M,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,Q
23 anos,F,Parda,Brasileiro(a),2015,Não Respondeu,1100049,11,RO,Faltou,Faltou,Faltou,Faltou,,,,,,C
22 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,1501808,15,PA,Presente,Presente,Presente,Presente,450.1,523.2,444.0,428.6,620.0,B
Entre 31 e 35 anos,F,Preta,Brasileiro(a),2008,Não Respondeu,2202901,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,460.3,381.5,446.8,427.0,600.0,C
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2400703,24,RN,Presente,Presente,Presente,Presente,405.5,349.1,478.6,406.9,520.0,B
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2013,Não Respondeu,1501402,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,3543402,35,SP,Presente,Presente,Presente,Presente,393.1,338.8,486.2,393.9,560.0,D
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3201407,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3548708,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,I
22 anos,M,Branca,Brasileiro(a),2016,Não Respondeu,3526902,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,4125506,41,PR,Presente,Presente,Presente,Presente,473.9,521.7,516.0,535.1,600.0,D
23 anos,F,Parda,Brasileiro(a),2015,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,A
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,5107602,51,MT,Presente,Presente,Presente,Presente,578.3,642.0,677.0,657.4,840.0,G
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,5103403,51,MT,Presente,Presente,Presente,Presente,393.4,495.4,498.6,382.3,600.0,C
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2009,Não Respondeu,2604106,26,PE,Presente,Presente,Presente,Presente,584.9,563.2,425.4,638.1,660.0,K
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,461.4,491.2,518.6,440.3,620.0,C
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3135100,31,MG,Presente,Presente,Presente,Presente,571.3,634.4,563.2,659.6,700.0,D
20 anos,M,Preta,Brasileiro(a),2018,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,480.6,583.2,590.9,509.0,560.0,B
Entre 31 e 35 anos,M,Branca,Brasileiro(a),2011,Não Respondeu,1100023,11,RO,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,694.3,703.5,625.3,876.8,580.0,N
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2610905,26,PE,Presente,Presente,Presente,Presente,473.4,589.2,546.8,569.0,620.0,E
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,E
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3548906,35,SP,Presente,Presente,Presente,Presente,464.8,392.4,374.0,400.6,620.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2301307,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2403103,24,RN,Presente,Presente,Presente,Presente,404.8,536.7,465.0,460.9,500.0,B
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2013,Não Respondeu,2906006,29,BA,Presente,Presente,Presente,Presente,463.9,446.9,435.7,545.1,420.0,B
17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3530102,35,SP,Presente,Presente,Presente,Presente,527.9,582.4,530.2,514.6,720.0,H
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2111300,21,MA,Presente,Presente,Presente,Presente,378.7,397.2,390.7,404.3,500.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2109908,21,MA,Presente,Presente,Presente,Presente,382.5,344.9,339.3,485.9,340.0,B
Entre 41 e 45 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,674.8,724.4,708.3,606.6,940.0,G
22 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,2105302,21,MA,Presente,Presente,Presente,Presente,448.0,580.5,447.5,451.0,600.0,B
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3162104,31,MG,Presente,Presente,Presente,Presente,468.9,518.3,546.1,453.8,680.0,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2211001,22,PI,Presente,Presente,Presente,Presente,420.9,460.4,484.9,372.6,800.0,G
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2706901,27,AL,Presente,Presente,Presente,Presente,416.4,535.1,488.1,442.2,700.0,B
18 anos,M,Não Declarado,Brasileiro(a),Não informado,Pública,1100023,11,RO,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2208304,22,PI,Presente,Presente,Presente,Presente,444.8,486.9,378.5,392.2,560.0,B
23 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,510.5,642.2,556.7,553.9,640.0,E
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3300100,33,RJ,Presente,Presente,Presente,Presente,613.0,622.9,600.3,616.0,820.0,F
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4115200,41,PR,Presente,Presente,Presente,Presente,527.5,470.3,498.1,507.7,560.0,L
Entre 46 e 50 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,479.2,399.3,455.5,406.6,480.0,C
18 anos,M,Preta,Brasileiro(a),Não informado,Pública,3201308,32,ES,Presente,Presente,Presente,Presente,469.0,356.5,504.3,445.4,520.0,F
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,1502939,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
24 anos,F,Preta,Brasileiro(a),2017,Não Respondeu,2927408,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,M,Amarela,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,492.2,576.9,603.4,653.1,580.0,L
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,2306405,23,CE,Presente,Presente,Presente,Presente,399.4,368.7,381.5,462.8,240.0,B
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2013,Não Respondeu,1502806,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,5208004,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3548500,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,5208707,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2504009,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3106200,31,MG,Faltou,Presente,Presente,Faltou,,455.5,463.1,,700.0,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,F
Entre 51 e 55 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,N
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,3102605,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,G
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,3143302,31,MG,Presente,Presente,Presente,Presente,564.5,578.8,609.8,664.2,860.0,G
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,O
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,5213103,52,GO,Presente,Presente,Presente,Presente,427.1,522.4,486.1,547.7,640.0,C
22 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,3524709,35,SP,Presente,Presente,Presente,Presente,476.0,374.0,521.8,586.8,580.0,C
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3530300,35,SP,Presente,Presente,Presente,Presente,673.1,748.3,662.1,820.5,760.0,G
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2303105,23,CE,Presente,Presente,Presente,Presente,389.2,488.8,463.7,493.4,560.0,B
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,5108402,51,MT,Presente,Presente,Presente,Presente,488.1,614.3,581.5,481.5,540.0,D
21 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,3138906,31,MG,Presente,Presente,Presente,Presente,354.7,361.5,420.1,572.9,580.0,E
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,2207900,22,PI,Presente,Presente,Presente,Presente,520.2,412.4,521.0,622.3,600.0,E
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2600807,26,PE,Presente,Presente,Presente,Presente,398.9,376.8,451.9,402.1,500.0,A
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3101706,31,MG,Presente,Presente,Presente,Presente,478.4,561.6,502.4,472.3,580.0,F
24 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,613.0,688.2,0.0,699.8,520.0,C
23 anos,M,Preta,Brasileiro(a),2014,Não Respondeu,2925303,29,BA,Presente,Presente,Presente,Presente,458.6,496.4,479.7,432.4,520.0,B
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2014,Não Respondeu,3162500,31,MG,Presente,Presente,Presente,Presente,479.4,541.4,526.6,398.2,640.0,B
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3105103,31,MG,Presente,Presente,Presente,Presente,503.5,473.1,505.4,503.8,660.0,F
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2801207,28,SE,Presente,Presente,Presente,Presente,354.1,492.2,479.0,429.1,480.0,B
20 anos,M,Branca,Brasileiro(a),2018,Não Respondeu,3522307,35,SP,Presente,Presente,Presente,Presente,609.4,640.3,562.3,754.3,600.0,H
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2905701,29,BA,Faltou,Presente,Presente,Faltou,,521.3,507.6,,640.0,B
Entre 36 e 40 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,5218003,52,GO,Presente,Presente,Presente,Presente,460.0,477.6,474.9,496.7,360.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,E
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2009,Não Respondeu,2405801,24,RN,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3303302,33,RJ,Presente,Presente,Presente,Presente,480.3,454.9,512.3,520.8,0.0,C
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2011,Não Respondeu,3116605,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,D
25 anos,M,Parda,Brasileiro(a),2016,Não Respondeu,3304904,33,RJ,Presente,Presente,Presente,Presente,540.0,598.3,549.6,471.4,560.0,D
21 anos,F,Preta,Brasileiro(a),2017,Não Respondeu,2111300,21,MA,Presente,Presente,Presente,Presente,550.2,644.1,541.6,664.1,860.0,O
Entre 41 e 45 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2306702,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,F,Amarela,Brasileiro(a),Não informado,Não Respondeu,2203909,22,PI,Presente,Presente,Presente,Presente,375.4,441.9,434.9,416.9,740.0,A
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,4111803,41,PR,Presente,Presente,Presente,Presente,388.5,422.7,511.1,494.9,560.0,L
21 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,457.4,555.5,522.9,545.4,560.0,B
Entre 36 e 40 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2800308,28,SE,Presente,Presente,Presente,Presente,617.8,702.6,648.8,695.1,920.0,H
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2307007,23,CE,Presente,Presente,Presente,Presente,467.5,385.1,357.4,401.0,520.0,A
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3148004,31,MG,Faltou,Presente,Presente,Faltou,,409.5,419.9,,440.0,E
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3541000,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,D
21 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,512.3,568.5,619.5,682.2,740.0,J
22 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,4321907,43,RS,Faltou,Presente,Presente,Faltou,,534.8,559.9,,600.0,E
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4216602,42,SC,Presente,Presente,Presente,Presente,574.9,563.9,531.6,428.6,640.0,F
19 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,543.2,610.1,586.0,630.8,900.0,A
18 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Pública,2311405,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,3143302,31,MG,Presente,Presente,Presente,Presente,394.8,446.4,362.5,406.6,0.0,C
Entre 41 e 45 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2802106,28,SE,Presente,Presente,Presente,Presente,520.3,594.5,493.5,475.2,440.0,D
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4101804,41,PR,Presente,Presente,Presente,Presente,379.6,402.6,479.5,489.4,560.0,D
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,4106902,41,PR,Presente,Presente,Presente,Presente,546.2,627.9,626.1,698.8,480.0,J
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3515509,35,SP,Presente,Presente,Presente,Presente,669.3,717.3,646.8,697.0,980.0,F
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,1100205,11,RO,Presente,Presente,Presente,Presente,487.1,611.9,592.8,518.1,780.0,N
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2610905,26,PE,Presente,Presente,Presente,Presente,543.9,607.8,533.2,680.2,880.0,C
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3145604,31,MG,Presente,Presente,Presente,Presente,431.9,452.7,455.4,427.2,640.0,C
20 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Branca,Brasileiro(a),Não informado,Privada,3303401,33,RJ,Presente,Presente,Presente,Presente,529.2,570.3,607.4,655.1,740.0,F
21 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2920502,29,BA,Presente,Presente,Presente,Presente,465.0,437.0,479.7,393.4,400.0,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Pública,2403608,24,RN,Presente,Presente,Presente,Presente,472.3,513.4,508.8,448.5,600.0,B
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,2511400,25,PB,Presente,Presente,Presente,Presente,539.1,620.3,573.6,580.9,660.0,C
18 anos,M,Preta,Brasileiro(a),Não informado,Pública,2307650,23,CE,Presente,Presente,Presente,Presente,495.5,441.1,490.6,401.6,280.0,A
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2611606,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,A
22 anos,M,Branca,Brasileiro(a),2017,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,668.2,759.7,653.2,686.1,880.0,G
17 anos,F,Amarela,Brasileiro(a),Não informado,Pública,5300108,53,DF,Presente,Presente,Presente,Presente,429.9,426.1,399.9,380.0,400.0,G
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3151800,31,MG,Presente,Presente,Presente,Presente,448.1,560.4,500.9,429.2,360.0,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2308005,23,CE,Presente,Presente,Presente,Presente,522.2,544.0,471.6,485.0,720.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3548500,35,SP,Presente,Presente,Presente,Presente,516.7,613.6,599.6,677.3,860.0,F
19 anos,F,Branca,Brasileiro(a),Não informado,Pública,3300704,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,F
Entre 51 e 55 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2611101,26,PE,Presente,Presente,Presente,Presente,418.6,358.7,358.5,382.0,480.0,C
18 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2200400,22,PI,Presente,Presente,Presente,Presente,429.7,438.5,342.7,388.2,440.0,B
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,2307403,23,CE,Presente,Presente,Presente,Presente,498.3,603.4,472.3,593.6,580.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,465.6,525.8,484.6,583.2,460.0,F
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3523909,35,SP,Presente,Presente,Presente,Presente,546.5,581.2,528.9,766.8,720.0,G
19 anos,M,Branca,Brasileiro(a),Não informado,Pública,2207009,22,PI,Presente,Presente,Presente,Presente,370.5,392.1,379.9,407.1,220.0,B
18 anos,M,Preta,Brasileiro(a),Não informado,Pública,3516408,35,SP,Presente,Presente,Presente,Presente,541.0,564.0,485.4,464.0,540.0,I
Entre 36 e 40 anos,F,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,2111300,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2013,Não Respondeu,5210000,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,2310258,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,4208203,42,SC,Presente,Presente,Presente,Presente,517.9,602.0,558.8,580.0,800.0,I
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Pública,5211503,52,GO,Presente,Presente,Presente,Presente,512.6,604.6,517.5,629.5,560.0,F
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4208906,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,D
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2010,Não Respondeu,2929305,29,BA,Presente,Presente,Presente,Presente,385.7,506.3,339.9,445.2,500.0,A
24 anos,M,Parda,Brasileiro(a),2015,Não Respondeu,2927408,29,BA,Presente,Presente,Presente,Presente,466.7,578.5,574.0,579.0,540.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3139409,31,MG,Presente,Presente,Presente,Presente,547.8,500.5,523.3,400.7,580.0,B
Entre 26 e 30 anos,F,Branca,Brasileiro(a),Não informado,Pública,4101804,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4207502,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,Q
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2304707,23,CE,Presente,Presente,Presente,Presente,472.9,411.9,378.7,451.8,0.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2908507,29,BA,Presente,Presente,Presente,Presente,545.5,596.2,583.6,560.4,660.0,B
Entre 41 e 45 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3201209,32,ES,Presente,Presente,Presente,Presente,517.1,635.8,528.6,531.1,460.0,D
21 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,3146107,31,MG,Presente,Presente,Presente,Presente,487.5,401.4,339.2,433.1,500.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,410.6,530.8,477.1,533.9,640.0,H
20 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,5217609,52,GO,Presente,Presente,Presente,Presente,462.6,531.7,528.6,387.2,620.0,C
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3138203,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,G
23 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3115300,31,MG,Presente,Presente,Presente,Presente,554.2,535.4,507.7,526.0,720.0,B
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,3205200,32,ES,Faltou,Presente,Presente,Faltou,,408.4,473.7,,460.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3513405,35,SP,Presente,Presente,Presente,Presente,463.0,508.1,549.1,579.9,500.0,Q
17 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,1502202,15,PA,Presente,Presente,Presente,Presente,558.8,600.7,529.8,587.1,820.0,F
24 anos,F,Parda,Brasileiro(a),2014,Não Respondeu,1200401,12,AC,Faltou,Faltou,Faltou,Faltou,,,,,,A
21 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,3547809,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,545.3,526.5,457.8,629.0,620.0,O
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,4211702,42,SC,Presente,Presente,Presente,Presente,613.2,442.0,524.2,567.0,540.0,F
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,1200401,12,AC,Presente,Presente,Presente,Presente,389.5,373.0,367.9,420.4,420.0,B
23 anos,F,Branca,Brasileiro(a)Naturalizado(a),2015,Não Respondeu,4316808,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,M,Não Declarado,Brasileiro(a),Não informado,Não Respondeu,2927408,29,BA,Presente,Presente,Presente,Presente,592.1,662.6,567.2,788.0,880.0,P
18 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,1500800,15,PA,Presente,Presente,Presente,Presente,401.1,333.7,312.5,424.5,0.0,B
23 anos,M,Parda,Brasileiro(a),2016,Não Respondeu,4106902,41,PR,Presente,Presente,Presente,Presente,506.4,425.8,430.5,430.5,580.0,B
18 anos,M,Branca,Brasileiro(a),Não informado,Privada,3549805,35,SP,Presente,Presente,Presente,Presente,538.4,560.2,473.0,437.7,660.0,L
23 anos,F,Branca,Brasileiro(a),2015,Não Respondeu,4304606,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,F
Entre 36 e 40 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,Q
17 anos,F,Não Declarado,Brasileiro(a),Não informado,Pública,2616407,26,PE,Presente,Presente,Presente,Presente,443.5,535.6,502.4,504.5,640.0,C
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,502.4,603.4,522.4,657.2,740.0,H
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,3550308,35,SP,Presente,Presente,Presente,Presente,470.0,529.3,527.5,592.6,520.0,C
23 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,361.5,453.7,435.8,459.4,420.0,B
20 anos,M,Preta,Brasileiro(a),Não informado,Pública,5107909,51,MT,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4216602,42,SC,Faltou,Presente,Presente,Faltou,,564.4,548.5,,620.0,F
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2008,Não Respondeu,2513703,25,PB,Presente,Presente,Presente,Presente,422.7,480.5,400.4,443.2,600.0,C
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3205200,32,ES,Presente,Presente,Presente,Presente,651.3,619.0,574.3,641.9,920.0,P
21 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,2927408,29,BA,Faltou,Presente,Presente,Faltou,,539.0,438.4,,880.0,Q
18 anos,M,Branca,Brasileiro(a),Não informado,Privada,3529005,35,SP,Presente,Presente,Presente,Presente,515.5,630.8,591.5,618.3,440.0,C
20 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,4314902,43,RS,Presente,Presente,Presente,Presente,424.5,481.4,486.1,569.1,0.0,E
25 anos,F,Branca,Brasileiro(a),2013,Não Respondeu,3127701,31,MG,Presente,Presente,Presente,Presente,445.5,519.4,492.1,375.1,520.0,C
